site,edition,classification,t,n,m,grade,location,stage,note
Soft Tissue Sarcoma of the Head and Neck,AJCC8,any,T1b,N0,M0,Any,Any,IIA,"source_page=313; extract_method=stage_carried; extra_factors/raw_extra=G2, G3 | T1b | N0 | M0 | G2, G3 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma of the Head and Neck; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Soft Tissue Sarcoma of the Head and Neck,AJCC8,any,T2b,N0,M0,Any,Any,IIB,source_page=313; extract_method=stage_carried; extra_factors/raw_extra=G2 | T2b | N0 | M0 | G2 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma of the Head and Neck; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Soft Tissue Sarcoma of the Trunk and Extremities,AJCC8,yp,T2b,N0,M0,Any,Any,IB,"source_page=307; extract_method=stage_carried; extra_factors/raw_extra=G1, GX | C38.2 Posterior; duplicate_source_page=311 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma of the Trunk and Extremities; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Soft Tissue Sarcoma of the Trunk and Extremities,AJCC8,yp,T2a,N0,M0,Any,Any,IB,"source_page=307; extract_method=stage_first; extra_factors/raw_extra=G1, GX | mediastinum; duplicate_source_page=311 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma of the Trunk and Extremities; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Soft Tissue Sarcoma of the Trunk and Extremities,AJCC8,yp,T1b,N0,M0,Any,Any,IA,"source_page=307; extract_method=stage_carried; extra_factors/raw_extra=G1, GX | C38.1 Anterior; duplicate_source_page=311 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma of the Trunk and Extremities; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Soft Tissue Sarcoma of the Trunk and Extremities,AJCC8,yp,T1a,N0,M0,Any,Any,IA,"source_page=307; extract_method=stage_first; extra_factors/raw_extra=G1, GX | C38.0 Heart; duplicate_source_page=311 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma of the Trunk and Extremities; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Soft Tissue Sarcoma of the Retroperitoneum,AJCC8,any,Any,Any,M1,Any,Any,IV,source_page=313; extract_method=stage_first; extra_factors/raw_extra=Any G | IV | Any T Any N | M1 | Any G | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma of the Retroperitoneum; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Soft Tissue Sarcoma of the Retroperitoneum,AJCC8,any,Any,N1,M0,Any,Any,IIB,source_page=313; extract_method=stage_carried; extra_factors/raw_extra=Any G | Any T N1 | M0 | Any G | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma of the Retroperitoneum; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Soft Tissue Sarcoma of the Retroperitoneum,AJCC8,any,T2b,N0,M0,Any,Any,IIB,source_page=313; extract_method=stage_carried; extra_factors/raw_extra=G2 | T2b | N0 | M0 | G2 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma of the Retroperitoneum; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Soft Tissue Sarcoma of the Retroperitoneum,AJCC8,any,T2a,N0,M0,Any,Any,IIB,source_page=313; extract_method=stage_first; extra_factors/raw_extra=G2 | IIB | T2a | N0 | M0 | G2 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma of the Retroperitoneum; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Soft Tissue Sarcoma of the Retroperitoneum,AJCC8,any,T1b,N0,M0,Any,Any,IIA,"source_page=313; extract_method=stage_carried; extra_factors/raw_extra=G2, G3 | T1b | N0 | M0 | G2, G3 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma of the Retroperitoneum; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Soft Tissue Sarcoma of the Retroperitoneum,AJCC8,any,T1a,N0,M0,Any,Any,IIA,"source_page=313; extract_method=stage_first; extra_factors/raw_extra=G2, G3 | IIA | T1a | N0 | M0 | G2, G3 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma of the Retroperitoneum; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Soft Tissue Sarcoma of the Retroperitoneum,AJCC8,any,T2b,N0,M0,Any,Any,IB,"source_page=313; extract_method=stage_carried; extra_factors/raw_extra=G1, GX | T2b | N0 | M0 | G1, GX | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma of the Retroperitoneum; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Soft Tissue Sarcoma of the Retroperitoneum,AJCC8,any,T2a,N0,M0,Any,Any,IB,"source_page=313; extract_method=stage_first; extra_factors/raw_extra=G1, GX | IB | T2a | N0 | M0 | G1, GX | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma of the Retroperitoneum; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Soft Tissue Sarcoma of the Retroperitoneum,AJCC8,any,T1b,N0,M0,Any,Any,IA,"source_page=313; extract_method=stage_carried; extra_factors/raw_extra=G1, GX | T1b | N0 | M0 | G1, GX | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma of the Retroperitoneum; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Soft Tissue Sarcoma of the Retroperitoneum,AJCC8,any,T1a,N0,M0,Any,Any,IA,"source_page=313; extract_method=stage_first; extra_factors/raw_extra=G1, GX | IA | T1a | N0 | M0 | G1, GX | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma of the Retroperitoneum; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Soft Tissue Sarcoma of the Retroperitoneum,AJCC8,yp,Any,Any,M1,Any,Any,IV,"source_page=307; extract_method=stage_first; extra_factors/raw_extra=Any G | head, face, and neck; duplicate_source_page=311 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma of the Retroperitoneum; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Soft Tissue Sarcoma of the Retroperitoneum,AJCC8,yp,Any,N1,M0,Any,Any,III,source_page=307; extract_method=stage_carried; extra_factors/raw_extra=Any G | nervous system of; duplicate_source_page=311 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma of the Retroperitoneum; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Soft Tissue Sarcoma of the Retroperitoneum,AJCC8,yp,T2a|T2b,N0,M0,Any,Any,III,source_page=307; extract_method=stage_first; extra_factors/raw_extra=G3 | and autonomic; duplicate_source_page=311 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma of the Retroperitoneum; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Soft Tissue Sarcoma of the Retroperitoneum,AJCC8,yp,T2b,N0,M0,Any,Any,IIB,"source_page=307; extract_method=stage_carried; extra_factors/raw_extra=G2 | num, and pleura; duplicate_source_page=311 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma of the Retroperitoneum; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Soft Tissue Sarcoma of the Retroperitoneum,AJCC8,yp,T2a,N0,M0,Any,Any,IIB,"source_page=307; extract_method=stage_first; extra_factors/raw_extra=G2 | of heart, mediasti-; duplicate_source_page=311 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma of the Retroperitoneum; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Soft Tissue Sarcoma of the Retroperitoneum,AJCC8,yp,T1b,N0,M0,Any,Any,IIA,"source_page=307; extract_method=stage_carried; extra_factors/raw_extra=G2, G3 | C38.8 Overlapping lesion; duplicate_source_page=311 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma of the Retroperitoneum; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Soft Tissue Sarcoma of the Retroperitoneum,AJCC8,yp,T1a,N0,M0,Any,Any,IIA,"source_page=307; extract_method=stage_first; extra_factors/raw_extra=G2, G3 | C38.3 Mediastinum, NOS; duplicate_source_page=311 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma of the Retroperitoneum; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Soft Tissue Sarcoma of the Retroperitoneum,AJCC8,yp,T2b,N0,M0,Any,Any,IB,"source_page=307; extract_method=stage_carried; extra_factors/raw_extra=G1, GX | C38.2 Posterior; duplicate_source_page=311 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma of the Retroperitoneum; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Soft Tissue Sarcoma of the Retroperitoneum,AJCC8,yp,T2a,N0,M0,Any,Any,IB,"source_page=307; extract_method=stage_first; extra_factors/raw_extra=G1, GX | mediastinum; duplicate_source_page=311 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma of the Retroperitoneum; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Soft Tissue Sarcoma of the Retroperitoneum,AJCC8,yp,T1b,N0,M0,Any,Any,IA,"source_page=307; extract_method=stage_carried; extra_factors/raw_extra=G1, GX | C38.1 Anterior; duplicate_source_page=311 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma of the Retroperitoneum; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Soft Tissue Sarcoma of the Retroperitoneum,AJCC8,yp,T1a,N0,M0,Any,Any,IA,"source_page=307; extract_method=stage_first; extra_factors/raw_extra=G1, GX | C38.0 Heart; duplicate_source_page=311 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma of the Retroperitoneum; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Soft Tissue Sarcoma of the Head and Neck,AJCC8,any,Any,Any,M1,Any,Any,IV,source_page=313; extract_method=stage_first; extra_factors/raw_extra=Any G | IV | Any T Any N | M1 | Any G | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma of the Head and Neck; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Soft Tissue Sarcoma of the Head and Neck,AJCC8,any,Any,N1,M0,Any,Any,IIB,source_page=313; extract_method=stage_carried; extra_factors/raw_extra=Any G | Any T N1 | M0 | Any G | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma of the Head and Neck; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Soft Tissue Sarcoma of the Head and Neck,AJCC8,any,T2a,N0,M0,Any,Any,IIB,source_page=313; extract_method=stage_first; extra_factors/raw_extra=G2 | IIB | T2a | N0 | M0 | G2 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma of the Head and Neck; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Melanoma of the Skin,AJCC8,any,T1|T2|T3|T4a,N1b,M0,Any,Any,IIIB,source_page=342; extract_method=stage_carried | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Melanoma of the Skin -> tool_site=Melanoma of the Skin | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Cervix Uteri,AJCC8,any,Any,Any,M1,Any,Any,IVB,source_page=411; extract_method=stage_first | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Cervix Uteri -> tool_site=Cervix Uteri | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Melanoma of the Skin,AJCC8,any,T1|T2|T3|T4b,N1a,M0,Any,Any,IIIB,source_page=342; extract_method=stage_first; extra_factors/raw_extra=of skin | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Melanoma of the Skin -> tool_site=Melanoma of the Skin | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Corpus Uteri – Carcinoma and Carcinosarcoma,AJCC8,any,T1|T2|T3,N1,M0,Any,Any,IIIC,source_page=420; extract_method=stage_first; duplicate_source_page=424; duplicate_source_page=432 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Corpus Uteri -> tool_site=Corpus Uteri – Carcinoma and Carcinosarcoma | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Corpus Uteri – Carcinoma and Carcinosarcoma,AJCC8,any,T1c,N0,M0,Any,Any,IC,source_page=420; extract_method=stage_first; extra_factors/raw_extra=8933 (Adenosarcoma); duplicate_source_page=432 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Corpus Uteri -> tool_site=Corpus Uteri – Carcinoma and Carcinosarcoma | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Corpus Uteri – Carcinoma and Carcinosarcoma,AJCC8,any,Any,Any,M1,Any,Any,IVB,source_page=419; extract_method=stage_first; duplicate_source_page=420; duplicate_source_page=422; duplicate_source_page=424; duplicate_source_page=428; duplicate_source_page=432 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Corpus Uteri -> tool_site=Corpus Uteri – Carcinoma and Carcinosarcoma | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Corpus Uteri – Carcinoma and Carcinosarcoma,AJCC8,any,T4,Any,M0,Any,Any,IVA,source_page=419; extract_method=stage_first; duplicate_source_page=420; duplicate_source_page=424; duplicate_source_page=428; duplicate_source_page=432 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Corpus Uteri -> tool_site=Corpus Uteri – Carcinoma and Carcinosarcoma | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Corpus Uteri – Carcinoma and Carcinosarcoma,AJCC8,any,T3b,N0,M0,Any,Any,IIIB,source_page=419; extract_method=stage_first; duplicate_source_page=420; duplicate_source_page=422; duplicate_source_page=424; duplicate_source_page=428; duplicate_source_page=432 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Corpus Uteri -> tool_site=Corpus Uteri – Carcinoma and Carcinosarcoma | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Corpus Uteri – Carcinoma and Carcinosarcoma,AJCC8,any,T3a,N0,M0,Any,Any,IIIA,source_page=419; extract_method=stage_first; duplicate_source_page=420; duplicate_source_page=424; duplicate_source_page=428; duplicate_source_page=432 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Corpus Uteri -> tool_site=Corpus Uteri – Carcinoma and Carcinosarcoma | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Corpus Uteri – Carcinoma and Carcinosarcoma,AJCC8,any,T3,N0,M0,Any,Any,III,"source_page=419; extract_method=stage_first; extra_factors/raw_extra=C55.9 Uterus, NOS; duplicate_source_page=422; duplicate_source_page=428 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Corpus Uteri -> tool_site=Corpus Uteri – Carcinoma and Carcinosarcoma | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Corpus Uteri – Carcinoma and Carcinosarcoma,AJCC8,any,T2,N0,M0,Any,Any,II,source_page=419; extract_method=stage_first; extra_factors/raw_extra=of corpus uteri; duplicate_source_page=420; duplicate_source_page=424; duplicate_source_page=428; duplicate_source_page=432 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Corpus Uteri -> tool_site=Corpus Uteri – Carcinoma and Carcinosarcoma | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Corpus Uteri – Carcinoma and Carcinosarcoma,AJCC8,any,T1b,N0,M0,Any,Any,IB,source_page=419; extract_method=stage_first; extra_factors/raw_extra=C54.8 Overlapping lesion; duplicate_source_page=420; duplicate_source_page=422; duplicate_source_page=428; duplicate_source_page=432 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Corpus Uteri -> tool_site=Corpus Uteri – Carcinoma and Carcinosarcoma | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
