site,edition,classification,category_type,category,short_definition,detail_note,verification_status,source_pdf_page,source_section,definition_origin
Larynx: Subglottis,AJCC8,any,N,NX,Regional lymph nodes cannot be assessed,Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,49,N Category,manual_extraction_v1_5
Larynx: Subglottis,AJCC8,any,M,M0,No distant metastasis,Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,49,M Category,manual_extraction_v1_5
Larynx: Subglottis,AJCC8,any,M,M1,Distant metastasis,Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,49,M Category,manual_extraction_v1_5
Larynx: Supraglottis,AJCC7,any,T,T0,No evidence of primary tumor,,auto_extracted_v1_5_review,75,Primary Tumor (T),manual_extraction_v1_5
Larynx: Supraglottis,AJCC7,any,T,T1,Tumor limited to the vocal cord(s) (may involve anterior or posterior commissure) with normal mobility,,auto_extracted_v1_5_review,75,Primary Tumor (T),manual_extraction_v1_5
Larynx: Supraglottis,AJCC7,any,T,T1a,Tumor limited to one vocal cord,,auto_extracted_v1_5_review,75,Primary Tumor (T),manual_extraction_v1_5
Larynx: Supraglottis,AJCC7,any,T,T1b,Tumor involves both vocal cords,,auto_extracted_v1_5_review,75,Primary Tumor (T),manual_extraction_v1_5
Larynx: Supraglottis,AJCC7,any,T,T2,"Tumor invades mucosa of more than one adjacent subsite of supraglottis or glottis or region outside the supraglottis (e.g., mucosa of base of tongue, vallecula, medial wall of pyriform sinus) without fi xation of the larynx",,auto_extracted_v1_5_review,75,Primary Tumor (T),manual_extraction_v1_5
Larynx: Supraglottis,AJCC7,any,T,T3,"Tumor limited to larynx with vocal cord fi xation and/or invades any of the following: postcricoid area, preepiglottic space, paraglottic space, and/or inner cortex of thyroid cartilage",,auto_extracted_v1_5_review,75,Primary Tumor (T),manual_extraction_v1_5
Larynx: Supraglottis,AJCC7,any,T,T4a,"Moderately advanced local disease Tumor invades through the outer cortex of the thyroid cartilage and/or invades tissues beyond the larynx (e.g., trachea, soft tissues of neck including deep extrinsic muscle of the tongue, strap muscles, thyroid, or esophagus)",,auto_extracted_v1_5_review,75,Primary Tumor (T),manual_extraction_v1_5
Larynx: Supraglottis,AJCC7,any,T,T4b,CLINICAL Extent of disease before any treatment PATHOLOGIC Extent of disease during and from surgery L ARYNX S TAGING F ORM left right bilateral LATERALITY: TUMOR SIZE: HOSPITAL NAME/ADDRESS PATIENT NAME/INFORMATION (continued on next page) /381449t NX N0 N1 N2 N2a N2b N2c N3,,auto_extracted_v1_5_review,79,PRIMARY TUMOR (T),manual_extraction_v1_5
Larynx: Supraglottis,AJCC7,any,T,TX,Primary tumor cannot be assessed,,auto_extracted_v1_5_review,75,Primary Tumor (T),manual_extraction_v1_5
Larynx: Supraglottis,AJCC7,any,T,Tis,Carcinoma in situ Supraglottis,,auto_extracted_v1_5_review,75,Primary Tumor (T),manual_extraction_v1_5
Larynx: Supraglottis,AJCC7,any,N,N0,No regional lymph node metastasis.,Generic fallback generated because the category was used in imported staging rules but no disease-site definition was extracted. Cancer committee review required.,generic_fallback_v1_5_review_required,,,generated_rule_category_fallback_v1_5
Larynx: Supraglottis,AJCC7,any,N,N1,"Metastasis in a single ipsilateral lymph node, 3 cm or less in greatest dimension",,auto_extracted_v1_5_review,75,Regional Lymph Nodes (N)*,manual_extraction_v1_5
Larynx: Supraglottis,AJCC7,any,N,N2,"Metastasis in a single ipsilateral lymph node, more than 3 cm but not more than 6 cm in greatest dimension, or in multiple ipsilateral lymph nodes, none more than 6 cm in greatest dimension, or in bilateral or contralateral lymph nodes, none more than 6 cm in greatest dimension",,auto_extracted_v1_5_review,75,Regional Lymph Nodes (N)*,manual_extraction_v1_5
Larynx: Supraglottis,AJCC7,any,N,N2a,"Metastasis in a single ipsilateral lymph node, more than 3 cm but not more than 6 cm in greatest dimension",,auto_extracted_v1_5_review,75,Regional Lymph Nodes (N)*,manual_extraction_v1_5
Larynx: Supraglottis,AJCC7,any,N,N2b,"Metastasis in multiple ipsilateral lymph nodes, none more than 6 cm in greatest dimension",,auto_extracted_v1_5_review,75,Regional Lymph Nodes (N)*,manual_extraction_v1_5
Larynx: Supraglottis,AJCC7,any,N,N2c,"Metastasis in bilateral or contralateral lymph nodes, none more than 6 cm in greatest dimension",,auto_extracted_v1_5_review,75,Regional Lymph Nodes (N)*,manual_extraction_v1_5
Larynx: Supraglottis,AJCC7,any,N,N3,"Metastasis in a lymph node, more than 6 cm in greatest dimension * Note : Metastases at level VII are considered regional lymph node metastases. /381449t",,auto_extracted_v1_5_review,75,Regional Lymph Nodes (N)*,manual_extraction_v1_5
Larynx: Supraglottis,AJCC7,any,N,NX,Regional lymph nodes cannot be assessed N0; no regional lymph node metastasis,,auto_extracted_v1_5_review,75,Regional Lymph Nodes (N)*,manual_extraction_v1_5
Larynx: Supraglottis,AJCC7,any,M,M0,No distant metastasis,,auto_extracted_v1_5_review,76,Distant Metastasis (M),manual_extraction_v1_5
Larynx: Supraglottis,AJCC7,any,M,M1,Stage unknown Stage unknown A NATO MI C S T A GE • P R OGN OST I C G R OU PS L ARYNX S TAG ING F O RM HOSPITAL NAME/ADDRESS PATIENT NAME/ INFORMATION (continued from previous page) /381449t Larynx PROGNOSTIC FACTORS (SITE-SPECIFIC FACTORS) REQUIRED FOR STAGING: None CLINICALLY SIGNIFICANT: Size of Lymph Nodes: ____________ Extracapsular Extension from Lymph Nodes for Head & Neck: ________ Head & Neck Lymph Nodes Levels I-III: _____________ Head & Neck Lymph Nodes Levels IV-V: _____________ Head & Neck Lymph Nodes Levels VI-VII: ___________ Other Lymph Node Group: ________________________ Clinical Location of Cervical Nodes: _________________ Extracapsular Spread (ECS) Clinical: _______________ Extracapsular Spread (ECS) Pathologic: ____________ Human Papillomavirus (HPV) Status: ______________ Tumor Thickness: _____________,,auto_extracted_v1_5_review,80,DISTANT METASTASIS (M),manual_extraction_v1_5
Larynx: Supraglottis,AJCC8,any,T,T1,Primary tumor category imported from staging table; site-specific definition requires manual review.,Generic fallback generated because the category was used in imported staging rules but no disease-site definition was extracted. Cancer committee review required.,generic_fallback_v1_5_review_required,,,generated_rule_category_fallback_v1_5
Larynx: Supraglottis,AJCC8,any,T,T2,Primary tumor category imported from staging table; site-specific definition requires manual review.,Generic fallback generated because the category was used in imported staging rules but no disease-site definition was extracted. Cancer committee review required.,generic_fallback_v1_5_review_required,,,generated_rule_category_fallback_v1_5
Larynx: Supraglottis,AJCC8,any,T,T3,Primary tumor category imported from staging table; site-specific definition requires manual review.,Generic fallback generated because the category was used in imported staging rules but no disease-site definition was extracted. Cancer committee review required.,generic_fallback_v1_5_review_required,,,generated_rule_category_fallback_v1_5
Larynx: Supraglottis,AJCC8,any,T,T4a,Primary tumor category imported from staging table; site-specific definition requires manual review.,Generic fallback generated because the category was used in imported staging rules but no disease-site definition was extracted. Cancer committee review required.,generic_fallback_v1_5_review_required,,,generated_rule_category_fallback_v1_5
Larynx: Supraglottis,AJCC8,any,T,Tis,Carcinoma in situ or in-situ subtype; site-specific subcategory wording requires manual review.,Generic fallback generated because the category was used in imported staging rules but no disease-site definition was extracted. Cancer committee review required.,generic_fallback_v1_5_review_required,,,generated_rule_category_fallback_v1_5
Larynx: Supraglottis,AJCC8,any,N,N0,No regional lymph node metastasis,Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,49,N Category,manual_extraction_v1_5
Larynx: Supraglottis,AJCC8,any,N,N1,"Metastasis in a single ipsilateral lymph node, 3 cm or smaller in greatest dimension and ENE(−)",Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,49,N Category,manual_extraction_v1_5
Larynx: Supraglottis,AJCC8,any,N,N2,"Metastasis in a single ipsilateral lymph node, 3 cm or smaller in greatest dimension and ENE(+); or larger than 3 cm but not larger than 6 cm in greatest dimension and ENE(−); or metastases in multiple ipsilateral lymph nodes, none larger than 6 cm in greatest dimension and ENE(−); or in bilateral or contralateral lymph node(s), none larger than 6 cm in greatest dimension and ENE(−)",Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,49,N Category,manual_extraction_v1_5
Larynx: Supraglottis,AJCC8,any,N,N2a,"Metastasis in a single ipsilateral node, 3 cm or smaller in greatest dimension and ENE(+); or metastasis in a single ipsilateral node, larger than 3 cm but not larger than 6 cm in greatest dimension and ENE(−)",Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,49,N Category,manual_extraction_v1_5
Larynx: Supraglottis,AJCC8,any,N,N2b,"Metastases in multiple ipsilateral nodes, none larger than 6 cm in greatest dimension and ENE(−)",Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,49,N Category,manual_extraction_v1_5
Larynx: Supraglottis,AJCC8,any,N,N2c,"Metastasis in bilateral or contralateral lymph node(s), none larger than 6 cm in greatest dimension and ENE(−)",Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,49,N Category,manual_extraction_v1_5
Larynx: Supraglottis,AJCC8,any,N,N3,"Metastasis in a lymph node, larger than 6 cm in greatest dimension and ENE(−); or metastasis in a single ipsilateral node, larger than 3 cm in greatest dimension and ENE(+); or multiple ipsilateral, contralateral, or bilateral lymph nodes any with ENE(+); or a single contralateral node of any size and ENE(+)",Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,49,N Category,manual_extraction_v1_5
Larynx: Supraglottis,AJCC8,any,N,N3a,"Metastasis in a lymph node, larger than 6 cm in greatest dimension and ENE(−)",Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,49,N Category,manual_extraction_v1_5
Larynx: Supraglottis,AJCC8,any,N,N3b,"Metastasis in a single ipsilateral node, larger than 3 cm in greatest dimension and ENE(+); or multiple ipsilateral, contralateral, or bilateral lymph nodes any with ENE(+); or a single contralateral node of any size and ENE(+) Note: A designation of “U” or “L” may be used for any N category to indicate metastasis above the lower border of the cricoid (U) or below the lower border of the cricoid (L) Similarly, clinical and pathological ENE should be recorded as ENE(−) or ENE(+)",Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,49,N Category,manual_extraction_v1_5
Larynx: Supraglottis,AJCC8,any,N,NX,Regional lymph nodes cannot be assessed,Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,49,N Category,manual_extraction_v1_5
Larynx: Supraglottis,AJCC8,any,M,M0,No distant metastasis,Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,49,M Category,manual_extraction_v1_5
Larynx: Supraglottis,AJCC8,any,M,M1,Distant metastasis,Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,49,M Category,manual_extraction_v1_5
Lip and Oral Cavity,AJCC7,any,T,T0,No evidence of primary tumor,,auto_extracted_v1_5_review,49,Primary Tumor (T),manual_extraction_v1_5
Lip and Oral Cavity,AJCC7,any,T,T1,Tumor 2 cm or less in greatest dimension,,auto_extracted_v1_5_review,49,Primary Tumor (T),manual_extraction_v1_5
Lip and Oral Cavity,AJCC7,any,T,T2,Tumor more than 2 cm but not more than 4 cm in greatest dimension,,auto_extracted_v1_5_review,49,Primary Tumor (T),manual_extraction_v1_5
Lip and Oral Cavity,AJCC7,any,T,T3,Tumor more than 4 cm in greatest dimension,,auto_extracted_v1_5_review,49,Primary Tumor (T),manual_extraction_v1_5
Lip and Oral Cavity,AJCC7,any,T,T4a,"Moderately advanced local disease* (lip) Tumor invades through cortical bone, inferior alveolar nerve, fl oor of mouth, or skin of face, that is, chin or nose (oral cavity) Tumor invades adjacent structures only (e.g., through cortical bone [mandible or maxilla] into deep [extrinsic] muscle of tongue [genioglossus, hyoglossus, palatoglossus, and sty- loglossus], maxillary sinus, skin of face)",,auto_extracted_v1_5_review,49,Primary Tumor (T),manual_extraction_v1_5
Lip and Oral Cavity,AJCC7,any,T,T4b,"Very advanced local disease Tumor invades masticator space, pterygoid plates, or skull base and/or encases internal carotid artery * Note : Superficial erosion alone of bone/tooth socket by gingival primary is not suffi cient to classify a tumor as T4.",,auto_extracted_v1_5_review,49,Primary Tumor (T),manual_extraction_v1_5
Lip and Oral Cavity,AJCC7,any,T,TX,Primary tumor cannot be assessed,,auto_extracted_v1_5_review,49,Primary Tumor (T),manual_extraction_v1_5
Lip and Oral Cavity,AJCC7,any,T,Tis,Carcinoma in situ,,auto_extracted_v1_5_review,49,Primary Tumor (T),manual_extraction_v1_5
Lip and Oral Cavity,AJCC7,any,N,N0,No regional lymph node metastasis,,auto_extracted_v1_5_review,49,Regional Lymph Nodes (N),manual_extraction_v1_5
Lip and Oral Cavity,AJCC7,any,N,N1,"Metastasis in a single ipsilateral lymph node, 3 cm or less in greatest dimension",,auto_extracted_v1_5_review,49,Regional Lymph Nodes (N),manual_extraction_v1_5
Lip and Oral Cavity,AJCC7,any,N,N2,"Metastasis in a single ipsilateral lymph node, more than 3 cm but not more than 6 cm in great- est dimension; or in multiple ipsilateral lymph nodes, none more than 6 cm in greatest dimen- sion; or in bilateral or contralateral lymph nodes, none more than 6 cm in greatest dimension",,auto_extracted_v1_5_review,49,Regional Lymph Nodes (N),manual_extraction_v1_5
Lip and Oral Cavity,AJCC7,any,N,N2a,Metastasis in single ipsilateral lymph node more than 3 cm but not more than 6 cm in greatest dimension,,auto_extracted_v1_5_review,49,Regional Lymph Nodes (N),manual_extraction_v1_5
Lip and Oral Cavity,AJCC7,any,N,N2b,"Metastasis in multiple ipsilateral lymph nodes, none more than 6 cm in greatest dimension",,auto_extracted_v1_5_review,49,Regional Lymph Nodes (N),manual_extraction_v1_5
Lip and Oral Cavity,AJCC7,any,N,N2c,"Metastasis in bilateral or contralateral lymph nodes, none more than 6 cm in greatest dimension",,auto_extracted_v1_5_review,49,Regional Lymph Nodes (N),manual_extraction_v1_5
Lip and Oral Cavity,AJCC7,any,N,N3,Metastasis in a lymph node more than 6 cm in greatest dimension,,auto_extracted_v1_5_review,49,Regional Lymph Nodes (N),manual_extraction_v1_5
Lip and Oral Cavity,AJCC7,any,N,NX,Regional lymph nodes cannot be assessed,,auto_extracted_v1_5_review,49,Regional Lymph Nodes (N),manual_extraction_v1_5
Lip and Oral Cavity,AJCC7,any,M,M0,No distant metastasis,,auto_extracted_v1_5_review,49,Distant Metastasis (M),manual_extraction_v1_5
Lip and Oral Cavity,AJCC7,any,M,M1,Stage unknown PROGNOSTIC FACTORS (SITE-SPECIFIC FACTORS) REQUIRED FOR STAGING:None CLINICALLY SIGNIFICANT: Size of Lymph Nodes: ____________ Extracapsular Extension from Lymph Nodes for Head & Neck: ________ Head & Neck Lymph Nodes Levels I-III: _____________ Head & Neck Lymph Nodes Levels IV-V: _____________ Head & Neck Lymph Nodes Levels VI-VII: ___________ Other Lymph Node Group: ________________________ Clinical Location of cervical nodes: _________________ Extracapsular spread (ECS) Clinical: _______________ Extracapsular spread (ECS) Pathologic: ____________ Human Papillomavirus (HPV) Status: ______________ Tumor Thickness: _____________,,auto_extracted_v1_5_review,54,DISTANT METASTASIS (M),manual_extraction_v1_5
Liver,AJCC8,any,T,T1,"is now divided into two subcatgories: T1a, solitary tumor ≤2 cm; and T1b, solitary tumor without vascular invasion, >2 cm. II",Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,68,Definition of Primary Tumor (T),manual_extraction_v1_5
Liver,AJCC8,any,T,T2,"now includes solitary tumor with vascular invasion >2 cm, or multiple tumors, none >5 cm. II",Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,68,Definition of Primary Tumor (T),manual_extraction_v1_5
Liver,AJCC8,any,T,T3a,is now recategorized as T3. III,Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,68,Definition of Primary Tumor (T),manual_extraction_v1_5
Liver (Excluding intrahepatic bile ducts),AJCC7,any,T,T0,No evidence of primary tumor,,auto_extracted_v1_5_review,210,Primary Tumor (T),manual_extraction_v1_5
Liver (Excluding intrahepatic bile ducts),AJCC7,any,T,T1,Solitary tumor without vascular invasion,,auto_extracted_v1_5_review,210,Primary Tumor (T),manual_extraction_v1_5
Liver (Excluding intrahepatic bile ducts),AJCC7,any,T,T2,Solitary tumor with vascular invasion or multiple tumors none more than 5 cm,,auto_extracted_v1_5_review,210,Primary Tumor (T),manual_extraction_v1_5
Liver (Excluding intrahepatic bile ducts),AJCC7,any,T,T3a,Multiple tumors more than 5 cm,,auto_extracted_v1_5_review,210,Primary Tumor (T),manual_extraction_v1_5
Liver (Excluding intrahepatic bile ducts),AJCC7,any,T,T3b,Single tumor or multiple tumors of any size involving a major branch of the portal vein or hepatic vein,,auto_extracted_v1_5_review,210,Primary Tumor (T),manual_extraction_v1_5
Liver (Excluding intrahepatic bile ducts),AJCC7,any,T,T4,Tumor(s) with direct invasion of adjacent organs other than the gallbladder or with perforation of visceral peritoneum,,auto_extracted_v1_5_review,210,Primary Tumor (T),manual_extraction_v1_5
Liver (Excluding intrahepatic bile ducts),AJCC7,any,T,TX,Primary tumor cannot be assessed,,auto_extracted_v1_5_review,210,Primary Tumor (T),manual_extraction_v1_5
Liver (Excluding intrahepatic bile ducts),AJCC7,any,N,N0,No regional lymph node metastasis,,auto_extracted_v1_5_review,210,Regional Lymph Nodes (N),manual_extraction_v1_5
Liver (Excluding intrahepatic bile ducts),AJCC7,any,N,N1,Regional lymph node metastasis,,auto_extracted_v1_5_review,210,Regional Lymph Nodes (N),manual_extraction_v1_5
Liver (Excluding intrahepatic bile ducts),AJCC7,any,N,NX,Regional lymph nodes cannot be assessed,,auto_extracted_v1_5_review,210,Regional Lymph Nodes (N),manual_extraction_v1_5
Liver (Excluding intrahepatic bile ducts),AJCC7,any,M,M0,No distant metastasis,,auto_extracted_v1_5_review,210,Distant Metastasis (M),manual_extraction_v1_5
Liver (Excluding intrahepatic bile ducts),AJCC7,any,M,M1,Stage unknown Stage unknown PROGNOSTIC FACTORS (SITE-SPECIFIC FACTORS) REQUIRED FOR STAGING: None CLINICALLY SIGNIFICANT: Alpha Fetoprotein (AFP) ______________________________________________________ Fibrosis Score ______________________________________________________________ Hepatitis Serology ___________________________________________________________ Creatinine (part of the Model for End Stage Liver Disease score) ______________________ Bilirubin (part of the Model for End Stage Liver Disease score) ________________________ Prothrombin time international normalized ratio (INR) (part of the Model for End Stage Liver Disease score) _____________________________________________________________________,,auto_extracted_v1_5_review,213,DISTANT METASTASIS (M),manual_extraction_v1_5
Lung,AJCC7,any,T,T0,No evidence of primary tumor,,auto_extracted_v1_5_review,279,Primary Tumor (T),manual_extraction_v1_5
Lung,AJCC7,any,T,T1,"Tumor 3 cm or less in greatest dimension, sur- rounded by lung or visceral pleura, without bron- choscopic evidence of invasion more proximal than the lobar bronchus (i.e., not in the main bronchus)*",,auto_extracted_v1_5_review,279,Primary Tumor (T),manual_extraction_v1_5
Lung,AJCC7,any,T,T1a,Tumor 2 cm or less in greatest dimension,,auto_extracted_v1_5_review,279,Primary Tumor (T),manual_extraction_v1_5
Lung,AJCC7,any,T,T1b,Tumor more than 2 cm but 3 cm or less in greatest dimension,,auto_extracted_v1_5_review,279,Primary Tumor (T),manual_extraction_v1_5
Lung,AJCC7,any,T,T2,"Tumor more than 3 cm but 7 cm or less or tumor with any of the following features (T2 tumors with these features are classifi ed T2a if 5 cm or less); Involves main bronchus, 2 cm or more distal to the carina; Invades visceral pleura (PL1 or PL2); Associated with atelectasis or obstructive pneumonitis that extends to the hilar region but does not involve the entire lung",,auto_extracted_v1_5_review,279,Primary Tumor (T),manual_extraction_v1_5
Lung,AJCC7,any,T,T2a,Tumor more than 3 cm but 5 cm or less in greatest dimension,,auto_extracted_v1_5_review,279,Primary Tumor (T),manual_extraction_v1_5
Lung,AJCC7,any,T,T2b,Tumor more than 5 cm but 7 cm or less in greatest dimension,,auto_extracted_v1_5_review,279,Primary Tumor (T),manual_extraction_v1_5
Lung,AJCC7,any,T,T3,"Tumor more than 7 cm or one that directly invades any of the following: parietal pleural (PL3), chest wall (including superior sulcus tumors), dia- phragm, phrenic nerve, mediastinal pleura, pari- etal pericardium; or tumor in the main bronchus (less than 2 cm distal to the carina* but without involvement of the carina; or associated atelecta- sis or obstructive pneumonitis of the entire lung or separate tumor nodule(s) in the same lobe",,auto_extracted_v1_5_review,279,Primary Tumor (T),manual_extraction_v1_5
Lung,AJCC7,any,T,T4,"Tumor of any size that invades any of the follow- ing: mediastinum, heart, great vessels, trachea, recurrent laryngeal nerve, esophagus, vertebral body, carina, separate tumor nodule(s) in a differ- ent ipsilateral lobe * The uncommon superfi cial spreading tumor of any size with its invasive component limited to the bronchial wall, which may extend proximally to the main bronchus, is also classifi ed as T1a.",,auto_extracted_v1_5_review,279,Primary Tumor (T),manual_extraction_v1_5
Lung,AJCC7,any,T,TX,"Primary tumor cannot be assessed, or tumor proven by the presence of malignant cells in spu- tum or bronchial washings but not visualized by imaging or bronchoscopy",,auto_extracted_v1_5_review,279,Primary Tumor (T),manual_extraction_v1_5
Lung,AJCC7,any,T,Tis,"Carcinoma in situ Tumor £3 cm in greatest dimension, surrounded by lung or visceral pleura, without bronchoscopic evidence of invasion more proximal than the lobar bronchus (i.e., not in the main bronchus)* Tumor £2 cm in greatest dimension Tumor > 2 cm but £3 cm in greatest dimension Tumor > 3 cm but £7 cm or tumor with any of the following features (T2 tumors with these features are classified T2a if £ 5 cm) Involves main bronchus, ³2 cm distal to the carina Invades visceral pleura (PL1 or PL2) Associated with atelectasis or obstructive pneumonitis that extends to the hilar region but does not involve the entire lung Tumor > 3 cm but £5 cm in greatest dimension Tumor > 5 cm but £7 cm in greatest dimension Tumor > 7 cm or one that directly invades any of the following: parietal pleural (PL3), chest wall (including superior sulcus tumors), diaphragm, phrenic nerve, mediastinal pleura, parietal pericardium; or tumor in the main bronchus (< 2 cm distal to the carina* but without involvement of the carina; or associated atelectasis or obstructive pneumonitis of the entire lung or separate tumor nodule(s) in the same lobe Tumor of any size that invades any of the following: mediastinum, heart, great vessels, trachea, recurrent laryngeal nerve, esophagus, vertebral body, carina, separate tumor nodule(s) in a different ipsilateral lobe * The uncommon superficial spreading tumor of any size with its invasive component limited to the bronchial wall, which may extend proximally to the main bronchus, is also classified as T1a.",,auto_extracted_v1_5_review,283,PRIMARY TUMOR (T),manual_extraction_v1_5
Lung,AJCC7,any,N,N0,"No regional lymph node metastasis histologically, no examination for ITC pN0(i−) No regional lymph node metastasis histologically, negative morphological fi ndings for ITC",,auto_extracted_v1_5_review,272,N category as pN0.,manual_extraction_v1_5
Lung,AJCC7,any,N,N0(i+),"No regional lymph node metastasis histologically, positive morphological fi ndings for ITC",,auto_extracted_v1_5_review,272,N category as pN0.,manual_extraction_v1_5
Lung,AJCC7,any,N,N1,"Metastasis in ipsilateral peribronchial and/or ipsilat- eral hilar lymph nodes and intrapulmonary nodes, including involvement by direct extension",,auto_extracted_v1_5_review,279,Regional Lymph Nodes (N),manual_extraction_v1_5
Lung,AJCC7,any,N,N2,Metastasis in ipsilateral mediastinal and/or subcari- nal lymph node(s),,auto_extracted_v1_5_review,279,Regional Lymph Nodes (N),manual_extraction_v1_5
Lung,AJCC7,any,N,N3,"Metastasis in contralateral mediastinal, contral- ateral hilar, ipsilateral or contralateral scalene, or supraclavicular lymph node(s)",,auto_extracted_v1_5_review,279,Regional Lymph Nodes (N),manual_extraction_v1_5
Lung,AJCC7,any,N,NX,Regional lymph nodes cannot be assessed,,auto_extracted_v1_5_review,279,Regional Lymph Nodes (N),manual_extraction_v1_5
Lung,AJCC7,any,M,M0,No distant metastasis,,auto_extracted_v1_5_review,279,Distant Metastasis (M),manual_extraction_v1_5
Lung,AJCC7,any,M,M1,Distant metastasis,,auto_extracted_v1_5_review,279,Distant Metastasis (M),manual_extraction_v1_5
Lung,AJCC7,any,M,M1a,Separate tumor nodule(s) in a contralateral lobe tumor with pleural nodules or malignant pleural (or pericardial) effusion*,,auto_extracted_v1_5_review,279,Distant Metastasis (M),manual_extraction_v1_5
Lung,AJCC7,any,M,M1b,"Distant metastasis (in extrathoracic organs) From Goldstraw P, Crowley J, Chansky K, et al.: The IASLC Lung Cancer Staging Project: Proposals for the revision of the TNM stage groupings in the forthcoming (seventh) edition of the TNM classifi cation of malignant tumours. J Thorac Oncol 2:706-714, 2007, with permission. * Most pleural (and pericardial) effusions with lung cancer are due to tumor. In a few patients, however, multiple cytopatho- logic examinations of pleural (pericardial) fl uid are negative for tumor, and the fl uid is nonbloody and is not an exudate. Where these elements and clinical judgment dictate that the effusion is not related to the tumor, the effusion should be excluded as a staging element and the patient should be classifi ed as M0.",,auto_extracted_v1_5_review,279,Distant Metastasis (M),manual_extraction_v1_5
Lung,AJCC8,any,T,T0,No evidence of primary tumor,AJCC8 explicit definition was not present/extracted from the uploaded AJCC8 update/correction PDF; AJCC7 wording carried forward for display only and cancer committee review.,fallback_from_AJCC7_for_AJCC8_review_required,279,Primary Tumor (T),fallback_AJCC7_to_AJCC8_v1_5_review
Lung,AJCC8,any,T,T1,"Tumor 3 cm or less in greatest dimension, sur- rounded by lung or visceral pleura, without bron- choscopic evidence of invasion more proximal than the lobar bronchus (i.e., not in the main bronchus)*",AJCC8 explicit definition was not present/extracted from the uploaded AJCC8 update/correction PDF; AJCC7 wording carried forward for display only and cancer committee review.,fallback_from_AJCC7_for_AJCC8_review_required,279,Primary Tumor (T),fallback_AJCC7_to_AJCC8_v1_5_review
Lung,AJCC8,any,T,T1a,Tumor 2 cm or less in greatest dimension,AJCC8 explicit definition was not present/extracted from the uploaded AJCC8 update/correction PDF; AJCC7 wording carried forward for display only and cancer committee review.,fallback_from_AJCC7_for_AJCC8_review_required,279,Primary Tumor (T),fallback_AJCC7_to_AJCC8_v1_5_review
Lung,AJCC8,any,T,T1b,Tumor more than 2 cm but 3 cm or less in greatest dimension,AJCC8 explicit definition was not present/extracted from the uploaded AJCC8 update/correction PDF; AJCC7 wording carried forward for display only and cancer committee review.,fallback_from_AJCC7_for_AJCC8_review_required,279,Primary Tumor (T),fallback_AJCC7_to_AJCC8_v1_5_review
Lung,AJCC8,any,T,T2,"Tumor more than 3 cm but 7 cm or less or tumor with any of the following features (T2 tumors with these features are classifi ed T2a if 5 cm or less); Involves main bronchus, 2 cm or more distal to the carina; Invades visceral pleura (PL1 or PL2); Associated with atelectasis or obstructive pneumonitis that extends to the hilar region but does not involve the entire lung",AJCC8 explicit definition was not present/extracted from the uploaded AJCC8 update/correction PDF; AJCC7 wording carried forward for display only and cancer committee review.,fallback_from_AJCC7_for_AJCC8_review_required,279,Primary Tumor (T),fallback_AJCC7_to_AJCC8_v1_5_review
Lung,AJCC8,any,T,T2a,Tumor more than 3 cm but 5 cm or less in greatest dimension,AJCC8 explicit definition was not present/extracted from the uploaded AJCC8 update/correction PDF; AJCC7 wording carried forward for display only and cancer committee review.,fallback_from_AJCC7_for_AJCC8_review_required,279,Primary Tumor (T),fallback_AJCC7_to_AJCC8_v1_5_review
Lung,AJCC8,any,T,T2b,Tumor more than 5 cm but 7 cm or less in greatest dimension,AJCC8 explicit definition was not present/extracted from the uploaded AJCC8 update/correction PDF; AJCC7 wording carried forward for display only and cancer committee review.,fallback_from_AJCC7_for_AJCC8_review_required,279,Primary Tumor (T),fallback_AJCC7_to_AJCC8_v1_5_review
