site,edition,category_type,category,definition_status,verification_status,definition
Rectum,AJCC8,M,M1b,FOUND,checked_v0_7,Metastases to two or more distant organs/sites without peritoneal metastasis（兩個以上遠端器官/部位且無腹膜轉移）
Rectum,AJCC8,M,M1c,FOUND,checked_v0_7,"Metastasis to the peritoneal surface, with or without other organ/site metastases（有腹膜表面轉移，可合併其他遠端轉移）"
Rectum,AJCC8,N,N0,FOUND,checked_v0_7,No regional lymph node metastasis（無區域淋巴結轉移）
Rectum,AJCC8,N,N1,FOUND,checked_v0_7,Metastasis in 1–3 regional lymph nodes or applicable N1 subcategory（1–3 顆區域淋巴結轉移，或符合 N1 子類別）
Rectum,AJCC8,N,N1a,FOUND,checked_v0_7,Metastasis in 1 regional lymph node（1 顆區域淋巴結轉移）
Rectum,AJCC8,N,N1b,FOUND,checked_v0_7,Metastasis in 2–3 regional lymph nodes（2–3 顆區域淋巴結轉移）
Rectum,AJCC8,N,N1c,FOUND,checked_v0_7,Tumor deposit(s) without positive regional lymph nodes（無陽性區域淋巴結但有 tumor deposits）
Rectum,AJCC8,N,N2,FOUND,checked_v0_7,Metastasis in 4 or more regional lymph nodes（≥4 顆區域淋巴結轉移）
Rectum,AJCC8,N,N2a,FOUND,checked_v0_7,Metastasis in 4–6 regional lymph nodes（4–6 顆區域淋巴結轉移）
Rectum,AJCC8,N,N2b,FOUND,checked_v0_7,Metastasis in 7 or more regional lymph nodes（≥7 顆區域淋巴結轉移）
Rectum,AJCC8,T,T1,FOUND,checked_v0_7,Tumor invades submucosa（侵犯黏膜下層）
Rectum,AJCC8,T,T2,FOUND,checked_v0_7,Tumor invades muscularis propria（侵犯固有肌層）
Rectum,AJCC8,T,T3,FOUND,checked_v0_7,Tumor invades through muscularis propria into pericolorectal tissues（穿越固有肌層至結腸/直腸周圍組織）
Rectum,AJCC8,T,T4a,FOUND,checked_v0_7,Tumor penetrates to the surface of the visceral peritoneum（穿透至臟層腹膜表面）
Rectum,AJCC8,T,T4b,FOUND,checked_v0_7,Tumor directly invades or adheres to other organs or structures（直接侵犯或沾黏其他器官/構造）
Rectum,AJCC8,T,Tis,FOUND,checked_v0_7,Carcinoma in situ: intraepithelial or invasion of lamina propria（原位癌；上皮內或侵犯固有層）
Small intestine,AJCC7,M,M0,FOUND,checked_v0_7,No distant metastasis（無遠端轉移）
Small intestine,AJCC7,M,M1,FOUND,checked_v0_7,Distant metastasis（有遠端轉移）
Small intestine,AJCC7,N,N0,FOUND,checked_v0_7,No regional lymph node metastasis（無區域淋巴結轉移）
Small intestine,AJCC7,N,N1,FOUND,checked_v0_7,Metastasis in 1–3 regional lymph nodes（1–3 顆區域淋巴結轉移）
Small intestine,AJCC7,N,N2,FOUND,checked_v0_7,Metastasis in 4 or more regional lymph nodes（≥4 顆區域淋巴結轉移）
Small intestine,AJCC7,T,T1,FOUND,checked_v0_7,Tumor invades lamina propria or submucosa（侵犯固有層或黏膜下層）
Small intestine,AJCC7,T,T2,FOUND,checked_v0_7,Tumor invades muscularis propria（侵犯固有肌層）
Small intestine,AJCC7,T,T3,FOUND,checked_v0_7,Tumor invades through muscularis propria into subserosa or nonperitonealized perimuscular tissue without serosal penetration（穿越肌層至漿膜下/非腹膜化周圍組織，未穿透漿膜）
Small intestine,AJCC7,T,T4,FOUND,checked_v0_7,Tumor perforates visceral peritoneum or directly invades other organs/structures（穿透臟層腹膜或直接侵犯其他器官/構造）
Small intestine,AJCC7,T,Tis,FOUND,checked_v0_7,Carcinoma in situ（原位癌）
Small intestine,AJCC8,M,M0,FOUND,checked_v0_7,No distant metastasis（無遠端轉移）
Small intestine,AJCC8,M,M1,FOUND,checked_v0_7,Distant metastasis（有遠端轉移）
Small intestine,AJCC8,N,N0,FOUND,checked_v0_7,No regional lymph node metastasis（無區域淋巴結轉移）
Small intestine,AJCC8,N,N1,FOUND,checked_v0_7,Metastasis in 1–3 regional lymph nodes（1–3 顆區域淋巴結轉移）
Small intestine,AJCC8,N,N2,FOUND,checked_v0_7,Metastasis in 4 or more regional lymph nodes（≥4 顆區域淋巴結轉移）
Small intestine,AJCC8,T,T1,FOUND,checked_v0_7,Tumor invades lamina propria or submucosa（侵犯固有層或黏膜下層）
Small intestine,AJCC8,T,T2,FOUND,checked_v0_7,Tumor invades muscularis propria（侵犯固有肌層）
Small intestine,AJCC8,T,T3,FOUND,checked_v0_7,Tumor invades through muscularis propria into subserosa or nonperitonealized perimuscular tissue without serosal penetration（穿越肌層至漿膜下/非腹膜化周圍組織，未穿透漿膜）
Small intestine,AJCC8,T,T4,FOUND,checked_v0_7,Tumor perforates visceral peritoneum or directly invades other organs/structures（穿透臟層腹膜或直接侵犯其他器官/構造）
Small intestine,AJCC8,T,Tis,FOUND,checked_v0_7,Carcinoma in situ（原位癌）
Stomach,AJCC7,M,M0,FOUND,checked_v0_7,No distant metastasis（無遠端轉移）
Stomach,AJCC7,M,M1,FOUND,checked_v0_7,Distant metastasis（有遠端轉移）
Stomach,AJCC7,N,N0,FOUND,checked_v0_7,No regional lymph node metastasis（無區域淋巴結轉移）
Stomach,AJCC7,N,N1,FOUND,checked_v0_7,Metastasis in 1–2 regional lymph nodes（1–2 顆區域淋巴結轉移）
Stomach,AJCC7,N,N2,FOUND,checked_v0_7,Metastasis in 3–6 regional lymph nodes（3–6 顆區域淋巴結轉移）
Stomach,AJCC7,N,N3,FOUND,checked_v0_7,Metastasis in 7 or more regional lymph nodes（≥7 顆區域淋巴結轉移）
Stomach,AJCC7,T,T1,FOUND,checked_v0_7,"Tumor invades lamina propria, muscularis mucosae, or submucosa（侵犯固有層、黏膜肌層或黏膜下層）"
Stomach,AJCC7,T,T2,FOUND,checked_v0_7,Tumor invades muscularis propria（侵犯固有肌層）
Stomach,AJCC7,T,T3,FOUND,checked_v0_7,Tumor penetrates subserosal connective tissue without invasion of visceral peritoneum or adjacent structures（侵犯漿膜下結締組織，未侵犯臟層腹膜或鄰近構造）
Stomach,AJCC7,T,T4a,FOUND,checked_v0_7,Tumor invades serosa / visceral peritoneum（侵犯漿膜／臟層腹膜）
Stomach,AJCC7,T,T4b,FOUND,checked_v0_7,Tumor invades adjacent structures（侵犯鄰近構造）
Stomach,AJCC7,T,Tis,FOUND,checked_v0_7,Carcinoma in situ: intraepithelial tumor without invasion of lamina propria（原位癌；未侵犯固有層）
Stomach,AJCC8,M,M0,FOUND,checked_v0_7,No distant metastasis（無遠端轉移）
Stomach,AJCC8,M,M1,FOUND,checked_v0_7,Distant metastasis（有遠端轉移）
Stomach,AJCC8,N,N0,FOUND,checked_v0_7,No regional lymph node metastasis（無區域淋巴結轉移）
Stomach,AJCC8,N,N1,FOUND,checked_v0_7,Metastasis in 1–2 regional lymph nodes（1–2 顆區域淋巴結轉移）
Stomach,AJCC8,N,N2,FOUND,checked_v0_7,Metastasis in 3–6 regional lymph nodes（3–6 顆區域淋巴結轉移）
Stomach,AJCC8,N,N3a,FOUND,checked_v0_7,Metastasis in 7–15 regional lymph nodes（7–15 顆區域淋巴結轉移）
Stomach,AJCC8,N,N3b,FOUND,checked_v0_7,Metastasis in 16 or more regional lymph nodes（≥16 顆區域淋巴結轉移）
Stomach,AJCC8,N,NX,FOUND,checked_v0_7,Regional lymph nodes cannot be assessed（區域淋巴結無法評估）
Stomach,AJCC8,T,T1,FOUND,checked_v0_7,"Tumor invades lamina propria, muscularis mucosae, or submucosa（侵犯固有層、黏膜肌層或黏膜下層）"
Stomach,AJCC8,T,T1a,FOUND,checked_v0_7,Tumor invades lamina propria or muscularis mucosae（侵犯固有層或黏膜肌層）
Stomach,AJCC8,T,T1b,FOUND,checked_v0_7,Tumor invades submucosa（侵犯黏膜下層）
Stomach,AJCC8,T,T2,FOUND,checked_v0_7,Tumor invades muscularis propria（侵犯固有肌層）
Stomach,AJCC8,T,T3,FOUND,checked_v0_7,Tumor penetrates subserosal connective tissue without invasion of visceral peritoneum or adjacent structures（侵犯漿膜下結締組織，未侵犯臟層腹膜或鄰近構造）
Stomach,AJCC8,T,T4a,FOUND,checked_v0_7,Tumor invades serosa / visceral peritoneum（侵犯漿膜／臟層腹膜）
Stomach,AJCC8,T,T4b,FOUND,checked_v0_7,Tumor invades adjacent structures（侵犯鄰近構造）
Stomach,AJCC8,T,Tis,FOUND,checked_v0_7,Carcinoma in situ: intraepithelial tumor without invasion of lamina propria（原位癌；未侵犯固有層）
